query_language,tier,relation_sides,relevance_grade,title,year,type,type_label,venue,publisher,authors,doi,url,cited_by_count,crawl_query,has_abstract
en,relaxed,china,C_单边_文旅核心,The Silk Road as a Global Brand,2016,journal-article,期刊论文,China Report,SAGE Publications,Ravi Bhoothalingam,10.1177/0009445515613869,https://doi.org/10.1177/0009445515613869,9,silk road tourism,True
en,relaxed,arab,C_单边_文旅核心,The Silk Road or the Sea?,2016,journal-article,期刊论文,Journal of Islamic Archaeology,Equinox Publishing,Seth Priestman,10.1558/jia.v3i1.26266,https://doi.org/10.1558/jia.v3i1.26266,11,Silk Road tourism China,True
en,relaxed,china,C_单边_文旅核心,"The host–guest interactions in ethnic tourism, Lijiang, China",2016,journal-article,期刊论文,Current Issues in Tourism,Informa UK Limited,Ji Zhang; Hong-gang Xu; Wei Xing,10.1080/13683500.2016.1178218,https://doi.org/10.1080/13683500.2016.1178218,45,China Arab tourism,False
en,relaxed,arab,D_单边_弱文旅,The influence of the UAE context on management practice in UAE business,2016,journal-article,期刊论文,International Journal of Islamic and Middle Eastern Finance and Management,Emerald,André de Waal; Miriam Frijns,10.1108/imefm-01-2015-0012,https://doi.org/10.1108/imefm-01-2015-0012,23,China UAE tourism,True
en,relaxed,arab,C_单边_文旅核心,The management of natural and cultural heritage: a comparative study from Jordan,2016,journal-article,期刊论文,The Historic Environment: Policy &amp; Practice,Informa UK Limited,Abdelkader Ababneh; Fakhrieh M. Darabseh; Areej Shabib Aloudat,10.1080/17567505.2016.1142686,https://doi.org/10.1080/17567505.2016.1142686,11,China Jordan cultural heritage,False
en,relaxed,china,C_单边_文旅核心,The multiple logics of tourism development in China,2016,journal-article,期刊论文,Journal of Sustainable Tourism,Informa UK Limited,Ganghua Chen; Songshan (Sam) Huang; Jigang Bao,10.1080/09669582.2016.1178754,https://doi.org/10.1080/09669582.2016.1178754,19,China Arab tourism,False
en,relaxed,china,C_单边_文旅核心,Thorough Analysis of Chinese Cultural Heritage Based on Pyohaerok,2016,journal-article,期刊论文,Industry Promotion Research,Industrial Promotion Institute,Chang Won Choi,10.21186/ipr.2016.1.2.121,https://doi.org/10.21186/ipr.2016.1.2.121,0,Chinese Arab cultural heritage,False
en,relaxed,china,D_单边_弱文旅,Three questions on China's “Belt and Road Initiative”,2016,journal-article,期刊论文,China Economic Review,Elsevier BV,Leonard K. Cheng,10.1016/j.chieco.2016.07.008,https://doi.org/10.1016/j.chieco.2016.07.008,197,Belt and Road Initiative,False
en,relaxed,china,C_单边_文旅核心,Tourism and regional income inequality: Evidence from China,2016,journal-article,期刊论文,Annals of Tourism Research,Elsevier BV,Hengyun Li; Jason Li Chen; Gang Li; Carey Goh,10.1016/j.annals.2016.02.001,https://doi.org/10.1016/j.annals.2016.02.001,196,China Arab tourism,False
en,relaxed,china,C_单边_文旅核心,Tourism competitiveness evaluation and spatio-temporal characteristics of Chinese border counties,2016,journal-article,期刊论文,Chinese Geographical Science,Springer Science and Business Media LLC,Yuqing Shi; Linsheng Zhong; Tian Chen; Hu Yu,10.1007/s11769-016-0822-1,https://doi.org/10.1007/s11769-016-0822-1,20,Chinese Arab tourism,False
en,relaxed,china,C_单边_文旅核心,"Tourism-Induced Livelihood Changes at Mount Sanqingshan World Heritage Site, China",2016,journal-article,期刊论文,Environmental Management,Springer Science and Business Media LLC,Ming Ming Su; Geoffrey Wall; Kejian Xu,10.1007/s00267-016-0672-8,https://doi.org/10.1007/s00267-016-0672-8,66,China Arab heritage,False
en,relaxed,china,C_单边_文旅核心,Tourist Destination Strenghts and Opportunities: Is Montenegro Ready for Chinese Tourists?,2016,journal-article,期刊论文,ECONOMICS,Walter de Gruyter GmbH,Ana Stranjančević; Iva Bulatović; Darko Lacmanović; Andrej Raspor,10.1515/eoik-2015-0027,https://doi.org/10.1515/eoik-2015-0027,0,Chinese Arab tourists,True
en,relaxed,china,C_单边_文旅核心,Traditional Chinese Culture and Tourism Management,2016,proceedings-article,会议论文,Advances in Computer Science Research,Atlantis Press,Chao Chen,10.2991/emcs-16.2016.232,https://doi.org/10.2991/emcs-16.2016.232,0,Chinese Arab tourism,False
en,relaxed,china,C_单边_文旅核心,Understanding Chinese tourists' food consumption in the United States,2016,journal-article,期刊论文,Journal of Business Research,Elsevier BV,Kaiyang Wu; Carola Raab; Wen Chang; Anjala Krishen,10.1016/j.jbusres.2016.04.018,https://doi.org/10.1016/j.jbusres.2016.04.018,76,Chinese Arab tourists,False
en,relaxed,china,C_单边_文旅核心,Understanding interactions between beggars and international tourists: the case of China,2016,journal-article,期刊论文,Asia Pacific Journal of Tourism Research,Informa UK Limited,Guanghui Qiao; Nan Chen; Bruce Prideaux,10.1080/10941665.2016.1233891,https://doi.org/10.1080/10941665.2016.1233891,17,China Arab tourists,False
en,relaxed,china,C_单边_文旅核心,"Understanding the past, anticipating the future – a critical assessment of China outbound tourism research",2016,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Informa UK Limited,Matias Thuen Jørgensen; Rob Law; Brian Edward King,10.1080/10548408.2016.1220889,https://doi.org/10.1080/10548408.2016.1220889,31,China outbound tourism Gulf,False
en,relaxed,arab,C_单边_文旅核心,Urban Tourism Development in Prague: From Tourist Mecca to Tourist Ghetto,2016,book-chapter,图书章节,Tourism in the City,Springer International Publishing,Veronika Dumbrovská,10.1007/978-3-319-26877-4_19,https://doi.org/10.1007/978-3-319-26877-4_19,16,China Mecca tourism,False
en,relaxed,arab,C_单边_文旅核心,"Value orientations and heritage tourism management at Petra Archaeological Park, Jordan",2016,journal-article,期刊论文,Tourism Management,Elsevier BV,Mohammad M. Alazaizeh; Jeffrey C. Hallo; Sheila J. Backman; William C. Norman; Melissa A. Vogel,10.1016/j.tourman.2016.05.008,https://doi.org/10.1016/j.tourman.2016.05.008,77,China Jordan tourism,False
en,relaxed,china,C_单边_文旅核心,"Vietnamese-Chinese Relationships at the Borderlands: Trade, Tourism and Cultural Politics",2016,journal-article,期刊论文,Journal of Borderlands Studies,Informa UK Limited,Thomas Ptak,10.1080/08865655.2016.1153942,https://doi.org/10.1080/08865655.2016.1153942,1,Chinese Gulf tourism,False
en,relaxed,china,C_单边_文旅核心,Visitors to Heritage Sites,2016,journal-article,期刊论文,Journal of Travel Research,SAGE Publications,Thu Thi Trinh; Chris Ryan,10.1177/0047287515626305,https://doi.org/10.1177/0047287515626305,21,Arab visitors China,True
en,relaxed,china,C_单边_文旅核心,Young Chinese Tourists,2016,book-chapter,图书章节,The World Meets Asian Tourists,Emerald Group Publishing Limited,Kim Ieng Loi,10.1108/s2042-144320160000007017,https://doi.org/10.1108/s2042-144320160000007017,4,China Arab tourists,True
en,relaxed,china,C_单边_文旅核心,9. Ethnic Tourism in Rural China: Cultural or Economic ‘Development’?,2015,book-chapter,图书章节,Ethnic and Minority Cultures as Tourist Attractions,Multilingual Matters,Nelson Graburn,10.21832/9781845414849-017,https://doi.org/10.21832/9781845414849-017,6,Belt and Road cultural tourism China,False
en,relaxed,china,C_单边_文旅核心,"A Comparison of Tourists' and Residents' Uses of the Temple of Heaven World Heritage Site, China",2015,journal-article,期刊论文,Asia Pacific Journal of Tourism Research,Informa UK Limited,Ming Ming Su; Geoffrey Wall,10.1080/10941665.2015.1084346,https://doi.org/10.1080/10941665.2015.1084346,8,China Arab tourists,False
en,relaxed,china,C_单边_文旅核心,A Confucian Analysis of Chinese Tourists’ Motivations,2015,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Informa UK Limited,Xiaoxiao Fu; Liping Cai; Xinran Lehto,10.1080/10548408.2014.896233,https://doi.org/10.1080/10548408.2014.896233,42,Chinese Arab tourists,False
en,relaxed,china,C_单边_文旅核心,A Systematic Review of the Chinese Outbound Tourism Literature: 1983–2012,2015,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Informa UK Limited,Byron W. Keating; Songshan (Sam) Huang; Anton Kriz; Vincent Heung,10.1080/10548408.2014.986009,https://doi.org/10.1080/10548408.2014.986009,25,Chinese Arab tourism,False
en,relaxed,china,C_单边_文旅核心,A brand culture approach to Chinese cultural heritage brands,2015,journal-article,期刊论文,Journal of Brand Management,Springer Science and Business Media LLC,Jonathan Schroeder; Janet Borgerson; Zhiyan Wu,10.1057/bm.2015.12,https://doi.org/10.1057/bm.2015.12,65,Chinese Arab cultural heritage,False
en,relaxed,china,C_单边_文旅核心,A theoretical model of the impact of a bundle of determinants on tourists’ visiting and shopping intentions: A case of mainland Chinese tourists,2015,journal-article,期刊论文,Journal of Retailing and Consumer Services,Elsevier BV,Ada Lo; Hailin Qu,10.1016/j.jretconser.2014.08.004,https://doi.org/10.1016/j.jretconser.2014.08.004,35,Chinese Arab tourists,False
en,relaxed,arab,C_单边_文旅核心,Accessible tourism in Jordan: travel constrains and motivations,2015,journal-article,期刊论文,European Journal of Tourism Research,Varna University of Management,Mamoon Allan,10.54055/ejtr.v10i.182,https://doi.org/10.54055/ejtr.v10i.182,22,China Jordan tourism,True
en,relaxed,china,C_单边_文旅核心,An Analysis of Tourism Development in China From Urbanization Perspective,2015,journal-article,期刊论文,Journal of Quality Assurance in Hospitality &amp; Tourism,Informa UK Limited,Jian Ming Luo; Hanqin Qiu; Carey Goh; Dan Wang,10.1080/1528008x.2015.1016594,https://doi.org/10.1080/1528008x.2015.1016594,29,China Riyadh tourism,False
en,relaxed,china,C_单边_文旅核心,An Examination of Taiwan Destination Brand Associations: From the Perspective of Mainland Chinese Tourists,2015,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Informa UK Limited,Zhuowei (Joy) Huang; Mimi Li; Qian Li,10.1080/10548408.2014.986012,https://doi.org/10.1080/10548408.2014.986012,11,Chinese Saudi tourists,False
en,relaxed,china,C_单边_文旅核心,Application of 3D Digitization in Cultural Heritage Preservation,2015,journal-article,期刊论文,Digital Presentation and Preservation of Cultural and Scientific Heritage,Institute of Mathematics and Informatics Bulgarian Academy of Sciences,Feng Zhao; Soo Choon Loy,10.55630/dipp.2015.5.20,https://doi.org/10.55630/dipp.2015.5.20,1,China Arab cultural heritage preservation,True
en,relaxed,arab,C_单边_文旅核心,Archaeology and Cultural Heritage in Post-Revolution Libya,2015,journal-article,期刊论文,Near Eastern Archaeology,University of Chicago Press,Susan Kane,10.5615/neareastarch.78.3.0204,https://doi.org/10.5615/neareastarch.78.3.0204,12,China Libya cultural heritage,False
en,relaxed,china,C_单边_文旅核心,Aspects of Lifestyle Change in China: Motivations for Self-Drive Travel – A Chinese Domestic Market Perspective,2015,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Informa UK Limited,(Joe) Yong Zhou; Xinjia Huang,10.1080/10548408.2015.1075933,https://doi.org/10.1080/10548408.2015.1075933,20,China Arab travel market,False
en,relaxed,china,C_单边_文旅核心,Between nature and civilization: cultural heritage and cultural security of the Chinese park,2015,journal-article,期刊论文,"THE CASPIAN REGION: Politics, Economics, Culture",Astrakhan State University,Astrakhan State University; O.S. Yakushenkova,10.21672/1818-510x-2015-45-4-282-286,https://doi.org/10.21672/1818-510x-2015-45-4-282-286,0,Chinese Arab cultural heritage,False
en,relaxed,china,C_单边_文旅核心,Border Tourism on the Russian-Chinese Border,2015,journal-article,期刊论文,Journal of Siberian Federal University. Humanities &amp; Social Sciences,Siberian Federal University,Higher School of Economics; Ekaterina V. Mikhailova,10.17516/1997-1370-2015-8-3-437-451,https://doi.org/10.17516/1997-1370-2015-8-3-437-451,9,Chinese Arab tourism,False
en,relaxed,china,C_单边_文旅核心,Britain in bloom? A study into Chinese tourists’ experience,2015,journal-article,期刊论文,EuroMed Journal of Business,Emerald,Zhibin Lin; Guangren He; Ilias P. Vlachos,10.1108/emjb-09-2014-0030,https://doi.org/10.1108/emjb-09-2014-0030,10,Chinese Arab tourists,True
en,relaxed,china,C_单边_文旅核心,Building homeland heritage: multiple homes among the Chinese diaspora and the politics on heritage management in China,2015,journal-article,期刊论文,International Journal of Heritage Studies,Informa UK Limited,Hiu Ling Chan; Christopher Cheng,10.1080/13527258.2015.1068211,https://doi.org/10.1080/13527258.2015.1068211,8,China Arab heritage,False
en,relaxed,china,C_单边_文旅核心,China's New Silk Road: Policies and Implications,2015,journal-article,期刊论文,Journal of International Logistics and Trade,Emerald,Jun Yeop Lee; Kisoon Hyun; Ling Jin,10.24006/jilt.2015.13.2.55,https://doi.org/10.24006/jilt.2015.13.2.55,11,silk road tourism,True
en,relaxed,china,C_单边_文旅核心,"Chinese National Scenic Areas’ Tourism Efficiency: Multi-scale Fluctuation, Prediction and Optimization",2015,journal-article,期刊论文,Asia Pacific Journal of Tourism Research,Informa UK Limited,Fangdong Cao; Zhenfang Huang; Cheng Jin; Min Xu,10.1080/10941665.2015.1068190,https://doi.org/10.1080/10941665.2015.1068190,22,Chinese Gulf tourism,False
en,relaxed,china,C_单边_文旅核心,Chinese Outbound Tourism Research,2015,journal-article,期刊论文,Journal of Travel Research,SAGE Publications,Xin Jin; Ying Wang,10.1177/0047287515608504,https://doi.org/10.1177/0047287515608504,129,Chinese Arab tourism,True
en,relaxed,china,C_单边_文旅核心,Chinese Outbound Tourism: an Epilogue,2015,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Informa UK Limited,Songshan (Sam) Huang; Byron W. Keating; Anton Kriz; Vincent Heung,10.1080/10548408.2014.986018,https://doi.org/10.1080/10548408.2014.986018,23,Chinese Arab tourism,False
en,relaxed,china,C_单边_文旅核心,Chinese tourism: Development and prospects for Greece,2015,journal-article,期刊论文,Tourism and Hospitality Research,SAGE Publications,Maria Skivalou; Eleni Filippidi,10.1177/1467358415610372,https://doi.org/10.1177/1467358415610372,9,Chinese Arab tourism,True
en,relaxed,china,C_单边_文旅核心,Cultural effects of authenticity: contested heritage practices in China,2015,journal-article,期刊论文,International Journal of Heritage Studies,Informa UK Limited,Yujie Zhu,10.1080/13527258.2014.991935,https://doi.org/10.1080/13527258.2014.991935,141,China Arab cultural heritage,False
en,relaxed,arab,C_单边_文旅核心,"Cultural issues in tourism, hospitality and leisure in the Arab/Muslim world",2015,journal-article,期刊论文,"International Journal of Culture, Tourism and Hospitality Research",Emerald,Yvette Reisinger; Omar Moufakkir,10.1108/ijcthr-01-2015-0003,https://doi.org/10.1108/ijcthr-01-2015-0003,9,China Arab tourism,False
en,relaxed,china,C_单边_文旅核心,Customer responses to integrity issues for travel services in China,2015,journal-article,期刊论文,International Journal of Contemporary Hospitality Management,Emerald,Jin-Hong Gong; Li-Shan Xie; Jia-Min Peng; Xin-Hua Guan,10.1108/ijchm-01-2013-0054,https://doi.org/10.1108/ijchm-01-2013-0054,19,China Arab travel market,True
en,relaxed,arab,C_单边_文旅核心,Cyber Security in the Gulf Cooperation Council,2015,posted-content,预印本,Elsevier BV,Elsevier BV,Mamoun Alazab; Steve Chon,10.2139/ssrn.2594624,https://doi.org/10.2139/ssrn.2594624,4,China Gulf tourism cooperation,True
en,relaxed,arab,C_单边_文旅核心,Dark Tourism in Lebanon: A Bright Opportunity to be Pursued,2015,journal-article,期刊论文,International Journal of Tourism &amp; Hospitality Reviews,GIAP Journals,Dr Socrat Ghadban; Manar Abou Zaki,10.18510/ijthr.2015.211,https://doi.org/10.18510/ijthr.2015.211,4,China Lebanon tourism,True
en,relaxed,china,C_单边_文旅核心,Design and Research of Service Platform for Protection and Dissemination of Cultural Heritage Resources of The Silk Road in the Territory of China,2015,journal-article,期刊论文,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",Copernicus GmbH,L. Zhang; W. Zhang; S. J. Zeng; W. Na; H. Yang; J. Huang; X. D. Tan; Z. J. Sun,10.5194/isprsannals-ii-5-w3-395-2015,https://doi.org/10.5194/isprsannals-ii-5-w3-395-2015,2,Silk Road heritage China,True
en,relaxed,arab,C_单边_文旅核心,Destination image repair during crisis: Attracting tourism during the Arab Spring uprisings,2015,journal-article,期刊论文,Tourism Management,Elsevier BV,Eli Avraham,10.1016/j.tourman.2014.10.003,https://doi.org/10.1016/j.tourman.2014.10.003,269,China Arab tourism,False
en,relaxed,china,C_单边_文旅核心,"Determinants of CO2 emissions from household daily travel in Beijing, China: Individual travel characteristic perspectives",2015,journal-article,期刊论文,Applied Energy,Elsevier BV,Zhaohua Wang; Wei Liu,10.1016/j.apenergy.2015.08.065,https://doi.org/10.1016/j.apenergy.2015.08.065,107,China Arab travel market,False
en,relaxed,china,C_单边_文旅核心,Differences in Tourist Attitude and Behavior Between Mainland Chinese and Taiwanese Tourists,2015,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Informa UK Limited,Samuel Seongseop Kim; Yim King Penny Wan; Steve Pan,10.1080/10548408.2014.986015,https://doi.org/10.1080/10548408.2014.986015,15,Chinese Arab tourists,False
en,relaxed,arab,C_单边_文旅核心,Diversification and Innovation in Tourism Development Strategy: The Case of Abu Dhabi,2015,journal-article,期刊论文,The Arab World Geographer,Geo Publishing,Andrea Giampiccoli; Oliver Mtapuri,10.64903/1480-6800.18.4.245,https://doi.org/10.64903/1480-6800.18.4.245,0,China Abu Dhabi tourism,True
en,relaxed,arab,C_单边_文旅核心,Documentation of some Cultural Heritage Emergencies in Syria In August 2010 by Spherical Photrammetry,2015,journal-article,期刊论文,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",Copernicus GmbH,G. Fangi,10.5194/isprsannals-ii-5-w3-401-2015,https://doi.org/10.5194/isprsannals-ii-5-w3-401-2015,5,China Syria cultural heritage,True
en,relaxed,arab,C_单边_文旅核心,"Dubai as a First-Choice Destination for Saudi Tourists: Analysis of Socio-economic Characteristics, Travel Behaviour, and Perceptions of Saudi Visitors to Dubai",2015,journal-article,期刊论文,The Arab World Geographer,Geo Publishing,Esmat Zaidan,10.64903/1480-6800.18.4.262,https://doi.org/10.64903/1480-6800.18.4.262,1,China Saudi tourists,True
en,relaxed,china,C_单边_文旅核心,Effects of Tourism Storytelling on Satisfaction and Behavioral Intention of Chinese Tourists in Jeju,2015,journal-article,期刊论文,Journal of Korea Multimedia Society,Korea Multimedia Society,Hua Lin; Han Il Kim,10.9717/kmms.2015.18.9.1140,https://doi.org/10.9717/kmms.2015.18.9.1140,3,Chinese Arab tourists,False
en,relaxed,arab,C_单边_文旅核心,Empirical Study on Tourism and Economic Growth of Bahrain: An ARDL Bounds Testing Approach,2015,journal-article,期刊论文,International Journal of Economics and Finance,Canadian Center of Science and Education,Fuad M. Kreishan,10.5539/ijef.v7n11p1,https://doi.org/10.5539/ijef.v7n11p1,13,China Bahrain tourism,True
en,relaxed,arab,C_单边_文旅核心,Enhancing sustainable heritage tourism in Egypt: challenges and framework of action,2015,journal-article,期刊论文,Journal of Heritage Tourism,Informa UK Limited,Marwa Magdy Ghanem; Samar Kamel Saad,10.1080/1743873x.2015.1029489,https://doi.org/10.1080/1743873x.2015.1029489,18,China Egypt tourism,False
en,relaxed,china,C_单边_文旅核心,Entertaining International Tourists: An Empirical Study of an Iconic Site in China,2015,journal-article,期刊论文,Journal of Hospitality &amp; Tourism Research,SAGE Publications,Philip L. Pearce; Mao-Ying Wu,10.1177/1096348015598202,https://doi.org/10.1177/1096348015598202,43,China Arab tourists,True
en,relaxed,arab,C_单边_文旅核心,"EuroCHRIE Conference on Hospitality and Tourism Futures, Jumeirah Beach Hotel Conference Centre, 6‐9 October 2014, Dubai, United Arab Emirates",2015,journal-article,期刊论文,Journal of Tourism Futures,Emerald,Karijomedjo Graciëlla,10.1108/jtf-12-2014-0011,https://doi.org/10.1108/jtf-12-2014-0011,0,Chinese Dubai tourism,False
en,relaxed,arab,C_单边_文旅核心,Evaluation of perceived service quality provided by tourism establishments in Egypt,2015,journal-article,期刊论文,Tourism and Hospitality Research,SAGE Publications,Nashwa F Attallah,10.1177/1467358414567916,https://doi.org/10.1177/1467358414567916,18,China Egypt tourism,True
en,relaxed,china,C_单边_文旅核心,Examining experience economy approaches to tourists’ anticipated experiences: Mainland Chinese travellers consider Australia,2015,journal-article,期刊论文,European Journal of Tourism Research,Varna University of Management,Amy Osmond; Tingzhen Chen; Philip Pearce,10.54055/ejtr.v10i.181,https://doi.org/10.54055/ejtr.v10i.181,8,Chinese Arab tourists,True
en,relaxed,china,C_单边_文旅核心,Exploring Chinese visitor demand for Australia's indigenous tourism experiences,2015,journal-article,期刊论文,Journal of Hospitality and Tourism Management,Elsevier BV,Lisa Ruhanen; Michelle Whitford; Char-lee McLennan,10.1016/j.jhtm.2015.07.002,https://doi.org/10.1016/j.jhtm.2015.07.002,20,Chinese Arab tourism,False
en,relaxed,china,C_单边_文旅核心,Factors Influencing Chinese Students’ Behavior in Promoting Australia as a Destination for Chinese Outbound Travel,2015,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Informa UK Limited,Ning (Chris) Chen; Larry Dwyer; Tracey Firth,10.1080/10548408.2014.897299,https://doi.org/10.1080/10548408.2014.897299,35,Chinese outbound tourists Arab,False
en,relaxed,china,C_单边_文旅核心,"Forging Romantic China: Sino-British Cultural Exchange 1760–1840; Coleridge, Romanticism and the Orient: Cultural Negotiations",2015,journal-article,期刊论文,European Romantic Review,Informa UK Limited,William Christie,10.1080/10509585.2014.990216,https://doi.org/10.1080/10509585.2014.990216,0,China Arab cultural exchange,False
en,relaxed,arab,C_单边_文旅核心,Ground-Based Observations of Cultural Heritage Incidents in Syria and Iraq,2015,journal-article,期刊论文,Near Eastern Archaeology,University of Chicago Press,Michael D. Danti,10.5615/neareastarch.78.3.0132,https://doi.org/10.5615/neareastarch.78.3.0132,51,China Iraq cultural heritage,False
en,relaxed,china,C_单边_文旅核心,Guilt-Decreasing Marketing Appeals: The Efficacy of Vacation Advertising on Chinese Tourists,2015,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Informa UK Limited,Girish Prayag; Isabella Soscia,10.1080/10548408.2015.1065214,https://doi.org/10.1080/10548408.2015.1065214,16,Chinese Arab tourists,False
en,relaxed,arab,C_单边_文旅核心,Halal Branding for Medical Tourism,2015,book-chapter,图书章节,Emerging Research on Islamic Marketing and Tourism in the Global Economy,IGI Global,Anita Medhekar; Farooq Haq,10.4018/978-1-4666-6272-8.ch008,https://doi.org/10.4018/978-1-4666-6272-8.ch008,9,China halal tourism,True
en,relaxed,china,C_单边_文旅核心,"Heritage tourism and livelihood sustainability of a resettled rural community: Mount Sanqingshan World Heritage Site, China",2015,journal-article,期刊论文,Journal of Sustainable Tourism,Informa UK Limited,Ming Ming Su; Geoffrey Wall; Kejian Xu,10.1080/09669582.2015.1085868,https://doi.org/10.1080/09669582.2015.1085868,141,China Arab heritage,False
en,relaxed,china,C_单边_文旅核心,How “Face” Matters: Chinese Corporate Tourists in Australia,2015,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Informa UK Limited,Anna Kwek; Young-Sook Lee,10.1080/10548408.2014.986016,https://doi.org/10.1080/10548408.2014.986016,48,Chinese Arab tourists,False
en,relaxed,china,C_单边_文旅核心,Impacts of China Tourism Law on Chinese Outbound Travelers and Stakeholders: An Exploratory Discussion,2015,journal-article,期刊论文,Journal of China Tourism Research,Informa UK Limited,Emily Ma; Charles Qu; Aaron Hsiao; Xin Jin,10.1080/19388160.2015.1077182,https://doi.org/10.1080/19388160.2015.1077182,14,Chinese outbound tourists Arab,False
en,relaxed,arab,C_单边_文旅核心,Improving food safety – replicating the Abu Dhabi success story,2015,journal-article,期刊论文,Worldwide Hospitality and Tourism Themes,Emerald,Eunice Taylor; Joanne Taylor,10.1108/whatt-12-2014-0042,https://doi.org/10.1108/whatt-12-2014-0042,5,China Abu Dhabi tourism,True
en,relaxed,china,C_单边_文旅核心,"Inbound, Outbound, and Domestic",2015,book-chapter,图书章节,"Advances in Hospitality, Tourism, and the Services Industry",IGI Global,Kazem Vafadari,10.4018/978-1-4666-8574-1.ch024,https://doi.org/10.4018/978-1-4666-8574-1.ch024,0,China outbound tourism Gulf,True
en,relaxed,china,C_单边_文旅核心,Influence of Chinese economic fluctuations on tourism efficiency in national scenic areas,2015,journal-article,期刊论文,Tourism Economics,SAGE Publications,Fangdong Cao; Zhenfang Huang; Cheng Jin; Min Xu,10.5367/te.2015.0463,https://doi.org/10.5367/te.2015.0463,24,Chinese Gulf tourism,True
en,relaxed,arab,C_单边_文旅核心,Integrated management structure for cultural heritage in Palestine,2015,journal-article,期刊论文,Journal of Cultural Heritage Management and Sustainable Development,Emerald,Ziad M.M. Shehada; Naziaty Mohd Yaacob; Nila Inangda Manyam Keumala,10.1108/jchmsd-12-2013-0050,https://doi.org/10.1108/jchmsd-12-2013-0050,3,China Palestine cultural heritage,True
en,relaxed,china,C_单边_文旅核心,Investigating tourists’ casino retention: cross-cultural comparison with Chinese and Westerners,2015,journal-article,期刊论文,International Journal of Tourism Sciences,Informa UK Limited,Sung Hee Park; Chi-Ming Hsieh; Joseph C. Miller,10.1080/15980634.2015.1118874,https://doi.org/10.1080/15980634.2015.1118874,3,Chinese Arab tourists,False
en,relaxed,arab,C_单边_文旅核心,Islamic Tourism in India and Pakistan,2015,book-chapter,图书章节,Emerging Research on Islamic Marketing and Tourism in the Global Economy,IGI Global,Farooq Haq; Anita Medhekar,10.4018/978-1-4666-6272-8.ch009,https://doi.org/10.4018/978-1-4666-6272-8.ch009,4,China Islamic tourism,True
en,relaxed,arab,C_单边_文旅核心,Islamic Tourism in South Africa,2015,book-chapter,图书章节,Emerging Research on Islamic Marketing and Tourism in the Global Economy,IGI Global,M. Noor Davids,10.4018/978-1-4666-6272-8.ch011,https://doi.org/10.4018/978-1-4666-6272-8.ch011,3,China Islamic tourism,True
en,relaxed,arab,C_单边_文旅核心,Managing Heritage Tourism in the Decapolis Sites of Jordan: Planning Opportunities and Challenges,2015,journal-article,期刊论文,Tourism Culture &amp; Communication,"Cognizant, LLC",Abdelkader Ababneh,10.3727/109830415x14401707766006,https://doi.org/10.3727/109830415x14401707766006,8,China Jordan tourism,True
en,relaxed,china,C_单边_文旅核心,"Market size, scale economies, and tourism market structure: A case of historic water town tourism in China",2015,journal-article,期刊论文,Tourism Management,Elsevier BV,Mingcao Ma; Jin Weng; Larry Yu,10.1016/j.tourman.2015.02.014,https://doi.org/10.1016/j.tourman.2015.02.014,39,Arab tourism China market,False
en,relaxed,arab,C_单边_文旅核心,Medical Tourism in Tunisia: Building Relational Loyalty,2015,posted-content,预印本,Elsevier BV,Elsevier BV,Amal Ben Cheikh; Fatma Bakini; Abdelfattah Triki,10.2139/ssrn.2547426,https://doi.org/10.2139/ssrn.2547426,1,China Tunisia tourism,True
en,relaxed,china,C_单边_文旅核心,Medical tourism: Chinese maternity tourism to Hong Kong,2015,journal-article,期刊论文,Current Issues in Tourism,Informa UK Limited,Ka Ming Cheng,10.1080/13683500.2015.1042359,https://doi.org/10.1080/13683500.2015.1042359,19,Chinese Arab tourism,False
en,relaxed,china,C_单边_文旅核心,Modeling and Forecasting Chinese Outbound Tourism: An Econometric Approach,2015,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Informa UK Limited,Vera Shanshan Lin; Anyu Liu; Haiyan Song,10.1080/10548408.2014.986011,https://doi.org/10.1080/10548408.2014.986011,66,Chinese Arab tourism,False
en,relaxed,china,C_单边_文旅核心,National Assessment of Climate Resources for Tourism Seasonality in China Using the Tourism Climate Index,2015,journal-article,期刊论文,Atmosphere,MDPI AG,Yan Fang; Jie Yin,10.3390/atmos6020183,https://doi.org/10.3390/atmos6020183,41,China Arab tourism,True
en,relaxed,arab,C_单边_文旅核心,Obstacles Facing Promoting Tourism for Islamic Landmarks from the Perspective of Tour Operators in Egypt,2015,journal-article,期刊论文,Journal of Indonesian Tourism and Development Studies,Brawijaya University,Suzan Bakri Hassan,10.21776/ub.jitode.2015.003.02.04,https://doi.org/10.21776/ub.jitode.2015.003.02.04,1,Islamic tourism,True
