query_language,title,year,venue,authors,doi,openalex_url,matched_keywords,relation_sides,cited_by_count,type
ar,السياحة الصحراوية المستدامة في الجزائر : الإستراتيجيات و الآفاق : دراسة استشرافية لمستقبل السياحة الصحراوية في ظل التداعيات الأمنية في منطقة الساحل الإفريقي,2016,مجلة الحقيقة,مفيدة بن لعبيدي,10.12816/0032901,https://openalex.org/W2593781529,"['التنمية السياحية', 'السياحة الصحراوية', 'السياحة المستدامة']",arab,0,article
ar,دراسة التأثیرات المضادة للفطریات للالوان النحاسیة والمواد النانویة المرکبة على اللوحات المتدهورة فی المتحف المصری - التحریر,2019,,سهام محمود,10.12816/mjaf.2019.11995.1138,https://openalex.org/W2969248643,['المتحف'],arab,2,article
ar,القيم الوطنية المتضمنة في كتب اللغة الإنجليزية للصفين الرابع والخامس في الأردن,2024,العلوم التربوية,أ محمد صالح اليوسف مشترك,10.21608/ssj.2024.418978,https://openalex.org/W4409179577,['المتاحف'],arab,0,article
ar,مساهمة ترقية المتاحف في النهوض بالسياحة في الجزائر : دراسة حالة المتحف الجهوي للمجاهد : العقيد محمد شعباني بسكرة,2016,مجلة الباحث الإقتصادي,وسيلة السبتي; لطيفة السبتي,10.35391/1894-004-005-005,https://openalex.org/W2965279503,"['المتاحف', 'المتحف']",arab,0,article
ar,دور الرحلات المعرفية عبر الويب في تنمية مهارات الأداء اللغوي لدى الطلاب المعلمين تخصص اللغة العربية,2019,مجلة كلية التربية جامعة بنها,سمر جابر علي العطار,10.21608/jfeb.2019.61288,https://openalex.org/W3159365674,['الرحلات'],arab,1,article
ar,الإلتزام بضمان السلامة في عقد الرحلة المنظمة دراسة مقارنة مع القانونين الفرنسي والإنكليزي,2022,مجلة العلوم القانونية,رغد فالح; جليل حسن,10.35246/jols.v36i3.475,https://openalex.org/W4296139702,['السائح'],arab,0,article
ar,أثر أنشطة العلاقات العامة السياحية على وظائف الإرشاد السياحي في بغداد,2024,مجلة کلية السياحة والفنادق جامعة المنصورة,جنان عبد الرضا حمزة; محمود عبدالله; محمد أحمد عبداللطيف,10.21608/mkaf.2024.363709,https://openalex.org/W4400384950,['السائحين'],arab,0,article
ar,CULTURAL HERITAGE THEMATIC-BASED INTERPRETATION AS AN APPROACH FOR ENHANCING HERITAGE TOURISM IN EGYPT,2023,مجلة کلية السياحة والفنادق جامعة المنصورة,Hassan Badawy; Noha Abou El Gheit,10.21608/mkaf.2023.330147,https://openalex.org/W4390169205,"['السائحين', 'السياحة الثقافية']",arab,0,article
ar,العلاقات الصينية العربية في القرنين الثامن عشر والتاسع عشر: نموذج ثقافة الاعتراف الشرقي بين الحضارات (Chinese-Arab Relations in the 18th & 19th Centuries: An Example of the Civilizational Recognition in the East),2017,Journal of Al-Tamaddun,Hassna al-Ghamidi,10.22452/jat.vol12no2.11,https://openalex.org/W2783160269,['العلاقات الصينية العربية'],both,0,article
ar,تاريخ وأصول الفن التشكيلي الجزائري,2023,Dépôt Institutionnel de lUniversité de Tlemcen,أمينة ،فار س بحري،بن ساحة,,https://openalex.org/W7135339910,['التراث الثقافي'],arab,0,dissertation
ar,"التراث الثقافي في مدينة تونس من القرن التاسع عشر الميلادي إلى اليوم:, التحولات والثوابت",2023,الدارة,محمد البشير الرازقى,10.46968/0326-049-002-005,https://openalex.org/W4411779591,['التراث الثقافي'],arab,0,article
ar,العلاقة بین الدعم المدرک للإبداع ومخرجاته فی فنادق الخمس نجوم المصریة: الدور الوسیط لسلوک العمل الإبداعی للعاملین,2022,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,جمال إبراهیم; محمد فوزی عفیفی; عماد عبد العال,10.21608/mfth.2022.238077,https://openalex.org/W4281259109,"['الضيافة', 'صناعة الضيافة']",arab,0,article
ar,دراسة تأثیر جائحة كورونا على السیاحة المستدامة فی مصر,2021,المجلة الدولية للتراث والسياحة والضيافة,نهال حسن علی,10.21608/jihtha.2021.281961,https://openalex.org/W4318828963,"['التنمية السياحية', 'السائح', 'السياحة المستدامة', 'صناعة السياحة']",arab,0,article
ar,"مقومات نجاح السياحة العلاجية:, دراسة التجربة الأردنية",2021,,يمينة سهايلية; نعيمة قويدرى قوشيح,10.36539/1427-011-002-006,https://openalex.org/W4411910664,"['السياحة', 'السياحة العلاجية']",arab,0,article
ar,"دراسة التعاون بين الصين والإمارات العربية المتحدة في مجال الطاقة الجديدة في إطار ”مبادرة الحزام والطريق“ A study of cooperation between China and the United Arab Emirates in the field of new energy within the framework of the ""Belt and Road Initiative""",2025,The International Islamic University Malaysia Repository (The International Islamic University Malaysia),"Matianping, Matianping; Ali, Asem Shehadeh Saleh",,https://openalex.org/W7115811555,"['طريق الحرير', 'مبادرة الحزام والطريق']",both,0,article
ar,"خصائص ودوافع واتجاهات السياح المقيمين في النزل البيئية في الاردن ""دراسة ادبية مقارنة""",2021,University of Sharjah (UoS) Journal of Humanities and Social Sciences,اكرم رواشده,10.36394/jhss/18/2b/9,https://openalex.org/W3205403317,['السائح'],arab,0,article
ar,الدلالات البصرية لوحدات التطريز الفلسطيني ودورها في تعزيز الهوية والموروث الثقافي,2023,Maǧallaẗ Al-Fan wa Al-Taṣmīm,هاني خليل,10.21608/ifca.2023.326720,https://openalex.org/W4389042850,['التراث الثقافي'],arab,0,article
ar,دور التسويق في تحسين صورة الوجهة السياحية :حالة الجزائر,2014,معارف,برجم حنان,,https://openalex.org/W2968300468,['السياحية'],arab,0,article
ar,واقع استخدام الرحلات المعرفية (Web Quests) وعلاقتها بتنمية مهارات التعلم المنظم ذاتيا لدى طالبات جامعة حائل في ظل أزمة كوفيد-19,2021,International Journal of Research and Studies Publishing,أستاذ المناهج وطرق التدريس المشارك، جامعة حائل، المملكة العربية السعودية; الدكتور/ الخامسة صالح سليمان العيد,10.52133/ijrsp.v2.20.2,https://openalex.org/W3174270312,['الرحلات'],arab,1,article
ar,"دور مؤثري السياحة والسفر في تنمية السياحة الداخلية بالمملكة العربية السعودية:, دراسة ميدانية من وجهة نظر متابعيهم",2022,المجلة الجزائرية لبحوث الإعلام والرأي العام,فطيمة قبيبي بن دنيا,10.54529/2325-005-002-002,https://openalex.org/W4412146860,['السياحة'],arab,0,article
ar,هراة ودورها في التراث العربي الأسلامي,2023,journal of the college of basic education,م .م زهير عبد زيد شمخي,10.35950/cbej.v1isi.10632,https://openalex.org/W4385663997,['التراث'],arab,0,article
ar,أوضاع تماثيل ملوک الدولة الحديثة غير التقليدية تطبيقا علي المتحف المصري بالقاهرة,2019,Minia Journal of Tourism and Hospitality Research,,10.21608/mjthr.2019.165451,https://openalex.org/W4232032821,['المتحف'],arab,0,article
ar,"دور المتاحف فى تنمیة الوعى الثقافى لدى فئات المجتمع المختلفة""",2010,The Conference Book of the General Union of Arab Archaeologists/The Conference Book of the General Union of Arab Archaeologists,kadrya bendary,10.21608/cguaa.2010.37687,https://openalex.org/W2959526126,['المتاحف'],arab,0,conference-paper
ar,الضوابط الخاصة فى الإختصاص القضائى بمنازعات عقود المشاركة,2024,Maǧallaẗ Al-Dirāsāt Al-Qānūniyyaẗ (Miṣr)/Maǧallaẗ Al-Dirāsāt Al-Qānūniyyaẗ ,زينب راشد حسن طلبه حسن طلبه,10.21608/maal.2024.272062.1220,https://openalex.org/W4402090348,"['السائح', 'المنتجعات']",arab,0,article
ar,المقومات الاستراتيجية لنجاح السياحة الصحراوية الجزائرية,2013,مجلة البحوث والدراسات,عيساوي أحمد,,https://openalex.org/W2903149328,"['السياحة', 'السياحة الصحراوية']",arab,0,article
ar,دور مؤسسات المجتمع المدني في التنمية السياحية في الجزائر,2020,مجلة العلوم الإنسانية,نوال وسار,10.35395/1728-007-003-020,https://openalex.org/W3135831192,"['التنمية السياحية', 'السياحية']",arab,0,article
ar,متطلبات تنمية القطاع السياحي في الاقتصاد الجزائري,2016,Algerian Review of Economic Development,عبد الرزاق مولاي لخضر; خالد بورحلي,,https://openalex.org/W2780888561,['السياحي'],arab,0,article
ar,أهمية التخطيط السياحي في تطوير القطاع السياحي دراسة حالة الجزائر,2020,مجلة البحوث و الدراسات التجارية,سمية أحمد ميلي,,https://openalex.org/W3172067699,['السياحي'],arab,0,article
ar,دراسة مقترحة للرموز الشعبية النوبية كمصدر لتذكارات سياحية لتأصيل الهوية المصرية.,2025,بحوث في التربية الفنية والفنون,سحر البرادعي,10.21608/seaf.2025.451685,https://openalex.org/W4414294861,"['التنمية السياحية', 'الموروث الثقافي']",arab,0,article
ar,انعكاســــات التنمــــية السياحـــية علــى المستوى المعيشــى للأســرة المصرية,2023,Mağallaẗ Dirāyā : Al-Mağallah Al-'ilmiyyaẗ  Lil-Siyāsāt Al-'āmāẗ Wa Dirāsāt Al-Tanmīyyaẗ,"سرحان, محمود محمود عرفان",10.21608/mdpd.2023.292247,https://openalex.org/W4361012998,['التنمية السياحية'],arab,0,article
ar,الخدمات الترفيهية في مدينة بغداد (جزيرة بغداد السياحية),2024,journal of the college of basic education,أ.م.د صفاقس قاسم هادي,10.35950/cbej.v30i126.12120,https://openalex.org/W4403241726,['السياحية'],arab,0,article
ar,جذور اللسانيات التداولية في التراث التفسيري,2020,مجلة جامعة الأمير عبد القادر للعلوم الإسلامية,شفيقة طوبال; ليلى لعوير,10.37138/emirj.v34i1.1232,https://openalex.org/W4323658513,['التراث'],arab,0,article
ar,رحلات الحج من المغرب الأوسط إلى مكة المكرمة خلال العصر الوسيط,2017,مجلة الحضارة الإسلامية,محمد بن معمر,,https://openalex.org/W2782519369,['الحج'],arab,0,article
ar,تأثير مبدأ التأدب في علم الراغماتية على الحوار باللغة الصينية,2021,مجلة کلیة الآداب القاهرة,محمد عبدالرحمن محمد إبراهيم,10.21608/jarts.2021.64911.1091,https://openalex.org/W4200423337,['التبادل الثقافي'],both,0,article
ar,ملامح من الحياة العامة بالجزائر في بعض كتب الرحلات المغربية خلال العهد العثماني,2015,مجلة الحوار المتوسطي,صالح بوسليم; الزين محمد,10.54242/1702-000-009.010-004,https://openalex.org/W2784998788,['الرحلات'],arab,0,article
ar,الأدب في التواصل الإجتماعي من منظور تفسير القرآن,2024,Izzatuna Jurnal Ilmu Al-Qur an dan Tafsir,Triyani; Yida Sahaya; Lukman Al-Hakim,10.62109/ijiat.v5i2.90,https://openalex.org/W4409713465,['الضيافة'],arab,0,article
ar,"ترميم المدن القديمة وأثره على صناعة السياحة:, المدينة القديمة بعنابة أنموذجا",2017,مجلة تاريخ العلوم,ليليا سعيدون,10.37613/1678-000-008-048,https://openalex.org/W2761699662,['صناعة السياحة'],arab,0,article
ar,صلة التراث اللغوي العربي باللسانيات,2010,مجلة المجمع الجزائري للغة العربية,مازن الوعر,10.70443/jaaal.v6i1.214,https://openalex.org/W4412992577,['التراث'],arab,0,article
ar,الظاهرات الجیومورفولوجیة کمقومات للسیاحة الطبیعیة بدولة قطر,2018,مجلة کلية الآداب جامعة بني سويف,سید محمود مرسی,10.21608/jfabsu.2018.76288,https://openalex.org/W3011754309,['السائحين'],arab,0,article
ar,وظائف متاحف التراث ودورها في دعم الموروث الحضاري دراسة أنثروبولوجية لبعض متاحف مدينة القاهرة,2024,Buḥūṯ /Buḥūṯ,دعاء سعيد محمد موسى; فاتن الحناوي; عنان محمد علي,10.21608/buhuth.2024.250075.1608,https://openalex.org/W4390838650,"['المتاحف', 'الموروث الثقافي']",arab,0,article
ar,"المتغيرات الإقليمية والدولية وأثرها على الاقتصاد الصيني في إطار مبادرة الحزام والطريق:, دراسة تحليلية",2025,,حميد نعمة الصالحي; غدير عبدالرسول شواي,10.32894/1898-014-054-038,https://openalex.org/W4414934911,['مبادرة الحزام والطريق'],china,0,article
ar,تأثيرات الذكاء الاصطناعي على الثقافة,2025,أركايفيا مجلة العلوم الإنسانية والعلوم الاجتماعية والترجمة,عائشة السادة,10.21608/arciv.2025.417244.1016,https://openalex.org/W4415553055,['التبادل الثقافي'],arab,0,article
ar,الموروث الثقافي الجزائري الواقع والآفاق,2017,حوليات التراث,إيمان هنشيري,10.35268/0186-000-017-008,https://openalex.org/W4251178330,['الموروث الثقافي'],arab,0,article
ar,تحليل واقع الخدمات السياحية بالجزائر,2015,Mağallaẗ al-ḥikmaẗ li-l-dirāsāt al-iqtiṣādiyyaẗ,نجاة بلعابد; خضرة صديقي,10.12816/0043346,https://openalex.org/W2802482925,['السياحية'],arab,0,article
ar,الحفاظ على التراث التاريخي والثقافي للعمارة والعمران لتحقيق الاستدامة (حالة دراسية مدينة إب),2023,Journal of Engineering and Technological Sciences - JOEATS,أحمد عماد حسن الأثوري; أحمد محمد يفاعة,10.59421/joeats.v1i1.1416,https://openalex.org/W4365810012,['التراث الثقافي'],arab,0,article
ar,نماذج من الرحلات اليابانية الى الجزيرة العربية دراسة تحليلية,2016,مجلة کلية أصول الدين والدعوة بأسيوط,ترکي عبد الله السکران,10.21608/jfar.2016.15024,https://openalex.org/W2895635330,['الرحلات'],arab,0,article
ar,"""دور البرامج الترفيهيه في تنشيط السياحة العربية الوافدة إلي إندونيسيا""",2025,Mağallaẗ Al-Dirāsāt Al-Afrū Asyawīyaẗ,مي توفيق,10.21608/aass.2025.445210,https://openalex.org/W4412857845,['السائح'],both,0,article
ar,التراث الثقافي ودوره في تحقيق التنمية السياحية المستدامة في مدينة العلا بالمملكة العربية السعودية,2024,مجلة الدراسات التربوية والإنسانية,د هيفاء بنت حمود الشمري,10.21608/jehs.2024.424038,https://openalex.org/W4409847263,"['التراث الثقافي', 'التنمية السياحية']",arab,0,article
ar,التقييم المورفولوجي لتغير خط الشاطئ بقطاع العلمين / سيدي عبد الرحمن بالساحل الشمالي الغربي لمصر,2024,مجلة کلية الآداب جامعة بني سويف,أسماء محسن بدير علي القرش,10.21608/jfabsu.2024.279565.1324,https://openalex.org/W4400044633,['التنمية السياحية'],arab,0,article
ar,البعد الاقتصادي والتكنولوجي في الصراع الأمريكي الصيني: خلال إدارة دونالد ترامب,2025,Humanitarian and Natural Sciences Journal,أحمد سالم عزيز، الأستاذ الدكتور محمد منذر,10.53796/hnsj69/44,https://openalex.org/W4414941360,['مبادرة الحزام والطريق'],china,0,article
ar,وحده مرجعیة لتنفیذ مشغولة فنیة معاصرة قابلة للتسویق فى ضوء التنمیة المستدامة والحفاظ على الهویة والتراث,2022,مجلة العمارة والفنون والعلوم الإنسانية,مرفت محمد کامل الغمری,10.21608/mjaf.2022.104852.2599,https://openalex.org/W4210448385,['الموروث الثقافي'],arab,0,article
ar,السياحة : محرك التنمية المستدامة في الجزائر,2020,Annales de l’université d’Alger,سامية حساين; رشيدة بالة,,https://openalex.org/W3092002397,['السياحة'],arab,0,article
ar,النقوش الکتابیة على العمائر الدینیة بطرابلس الغرب فی العصرین العثمانی الأول والقرمانلی,2013,The Conference Book of the General Union of Arab Archaeologists/The Conference Book of the General Union of Arab Archaeologists,Seham Gad,10.21608/cguaa.2013.31926,https://openalex.org/W2952304307,['المتاحف'],arab,0,conference-paper
ar,الرحلات الفرنسية إلى الجنوب المغربي خلال القرن 19 الواقع والتمثلات,2017,دورية أسطور للدراسات التاريخية,محمد أيتجمال,,https://openalex.org/W2758581866,['الرحلات'],arab,0,article
ar,الحرکة العلمية المصاحبة لقوافل الحج المغربية خلال العصر العثماني (دراسة تاريخية),2020,مجلة المؤرخ العربى,سامح إبراهيم عبدالفتاح عبدالعزيز,10.21608/hja.2020.139704,https://openalex.org/W3120844845,['الحج'],arab,0,article
ar,الوثائق الرسمية بين المقطعين والفلاحين في مصر عصر سلاطين المماليك (٦٤٨-٩٢٣هـ/١٢٥٠-١٥١٧م),2023,Maǧallaẗ Al-Tārīẖ wa Al-Mustaqbal,عمر جمال محمد علي,10.21608/hfj.2023.210281.1109,https://openalex.org/W4378529744,['الضيافة'],arab,0,article
ar,الإرهاصات النصية في التراث البلاغي العربي,2018,مجلة العلوم الاجتماعية والإنسانية,Abdelkamel Saidani,,https://openalex.org/W2901107401,['التراث'],arab,0,article
ar,"البيئه والتراث الإنسانى بين الاقتصاد الأخضر وتغير المناخ ""دراسة بيئية حضارية """,2023,Journal of Association of Arab Universities for Tourism and Hospitality,faten el sheikh,10.21608/jaauth.2023.203119.1440,https://openalex.org/W4366834327,"['السائح', 'السياحة البيئية']",arab,0,article
ar,"الأسواق الشعبیة ودورها فى زیادة الحرکة السیاحیة إلى مصر "" بالتطبیق على سوق الغوریة السیاحى",2020,المجلة الدولية للتراث والسياحة والضيافة,علاء الدین أسامة عبد اللطیف,10.21608/jihtha.2020.140594,https://openalex.org/W3125889605,['السائحين'],arab,0,article
ar,دور التسويق السياحي في دعم السياحة التونسية,2017,مجلة الإبتكار والتسويق,وسيلة سعود; عباس فرحات,,https://openalex.org/W2788136332,"['التسويق السياحي', 'السياحة', 'السياحي']",arab,0,article
ar,الحج المسيحي من البلقان إلى فلسطين في العصر الوسيط : البعد السياسي والبعد الثقافي,2017,مجلة الدراسات التاريخية و الاجتماعية,عودة الشرعة,10.12816/0050082,https://openalex.org/W2904721025,['الحج'],arab,0,article
ar,تأثير الصدمات الاقتصادية على قطاع السياحة المصري,2017,,الطاهرة السيد حميه; ياسر محمد جاد الله; سعد سمير سعد سعيد,,https://openalex.org/W3119496704,"['السائحين', 'السياحة']",arab,0,article
ar,رؤیة إبداعیة جدیدة حول القواعد الإجتماعیة الإسلامیة للمسجد فی الجزائر.,2018,مجلة العمارة والفنون والعلوم الإنسانية,مریم رجم,10.21608/mjaf.2018.20827,https://openalex.org/W2981483962,['التراث الثقافي'],arab,0,article
ar,استثمار تكنولوجيا المعلومات والاتصالات في مجال الخدمة العمومية (ضعف الأداء المؤسسي كدافع للاستثمار) -دراسة استكشافية حول مشروع جواز السفر البيومتري في الجزائر -,2017,تنمية الموارد البشرية,أسماء بن عبد الله,,https://openalex.org/W2793423139,['السفر'],arab,0,article
ar,التنمية المستدامة للسياحة الشاطئية بمنطقة الجبل الأخضر منظور جغرافي,2024,Mağallaẗ al-ʿulūm wa-al-dirāsāt al-insāniyyaẗ.,د.خالد محمد بن عمور,10.37376/jsh.vi2.4892,https://openalex.org/W4396847551,['التنمية السياحية'],arab,0,article
ar,العوامل المؤثرة فی فعالیة التعلیم الإلكترونی وانعكاسه على جودة التعلیم: دور إدراك طلاب إدارة الفنادق,2022,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,حازم أحمد خیری; عماد عبدالعال,10.21608/mfth.2023.264344,https://openalex.org/W4303647782,['الضيافة'],arab,0,article
ar,واو العطف معناها ودلالتها والتطبيق عليها من صحيح مسلم,2024,مجلة بحوث کلية الآداب جامعة المنوفية,هاني عبد الحليم وهبة هارون,10.21608/sjam.2024.328740.2471,https://openalex.org/W4403652483,['العمرة'],arab,0,article
ar,أثر العامل الأمني على توجهات السائح الأجنبي وترقية القطاع السياحي بالجزائر = The Impact of the Security Factor on the Foreign Tourist Attitudes and the Tourism Sector Promotion in Algeria,2019,مجلة الاجتهاد للدراسات القانونية والاقتصادية,بن عودة ، محمد الأمين; ربوح ، ياسين,10.12816/0054669,https://openalex.org/W2921987865,['السائح'],arab,0,article
ar,دور العلماء فى إنضاج الوعی الثقافی بخراسان 205 ـ 389هـ / 820ـ 999م,2015,حوليات أداب عين شمس,احمد عطوة أحمد,10.21608/aafu.2015.7164,https://openalex.org/W2804046824,['الموروث الثقافي'],arab,0,article
ar,推动文明交流互鉴 携手共建人类命运共同体,2022,Afāq Asyawiyyaẗ,Samy Yang,10.21608/sis.2022.151451.1038,https://openalex.org/W4312832621,['التبادل الثقافي'],both,1,article
ar,التمويل التكافلي لنفقات الحج مقترح نموذج للتطبيق,2021,The Scientific Journal of University of Benghazi,مفتاح إبراهيم مفتاح الفارسي,10.37376/sjuob.v34i1.172,https://openalex.org/W3217255327,['الحج'],arab,0,article
ar,الأمانة في التراث الترجمي العربي والفارسي,2020,مجلة الاداب واللغات,محمد رحيمي,,https://openalex.org/W3108999785,['التراث'],arab,0,article
ar,رؤیة مستقبلیة لتنمیة السیاحة البیئیة (المحمیات الطبیعیة) فی ضوء التصمیم الصناعی,2021,مجلة العمارة والفنون والعلوم الإنسانية,جیهان فؤاد محمد,10.21608/mjaf.2020.46186.1923,https://openalex.org/W3119748520,"['التراث الثقافي', 'السياحة البيئية', 'السياحة المستدامة']",arab,0,article
ar,تحليل مناخ الاستثمار السياحي في الجزائر,2023,مجلة العلوم الانسانية,حيزية هني; محمد زيدان,10.37136/1003-023-002-015,https://openalex.org/W4411811026,['السياحي'],arab,0,article
ar,معوقات التنمية السياحية في فلسطين الضفة الغربية و قطاع غزة : دراسة في جغرافية السياحة,2013,Jordan Journal of Social Sciences,عبد القادر إبراهيم حماد,10.12816/0002611,https://openalex.org/W2334334919,['التنمية السياحية'],arab,0,article
ar,قصص جنوح السفن في عمان : المعاناة و الكرم,2014,الخطاب,هلال الحجري,10.12816/0008812,https://openalex.org/W2346664550,['السفر'],arab,0,article
ar,"جماليات اللغة الروائية وتمظهرات الدلالة في النص الروائي الجزائري:, قراءة في رواية ""مذنبون"" للحبيب السائح",2016,مجلة المعيار,فضيلة بهيليل,10.54191/2320-000-015-007,https://openalex.org/W2923183464,['السائح'],arab,0,article
ar,تأثير التكنولوجيا المالية كآلية لتعزيز الشمول المالي دراسة ميدانية على البنوك التجارية فى القاهرة الكبري,2024,المجلة العلمية للبحوث التجارية (جامعة المنوفية),مصطفى حسين بدر الدين محمد; انجى وضاح حسن محمود,10.21608/sjsc.2024.300884.1470,https://openalex.org/W4401495066,['الموروث الثقافي'],arab,0,article
ar,التراث الدینی فی شعر ابن زیدون,2021,مجلة کلية البنات الأزهرية بالعاشر من رمضان,أنور یعقوب زمان,10.21608/jfgt.2021.207979,https://openalex.org/W4200251675,['التراث'],arab,0,article
ar,استخدام النموذج العددی فی تطویر مسارات السیاحة الجیمورفولوجیة فی وادی عربة الأردنی,2017,المجلة الدولية للتراث والسياحة والضيافة,ابراهیم بظاظو,10.21608/jihtha.2017.28011,https://openalex.org/W2918237107,"['السائح', 'السياحة البيئية', 'صناعة السياحة']",arab,0,article
ar,الآثار الاجتماعیة والثقافیة للصراع الصفوى العثمانى (1464 – 1736م),2014,مجلة الدراسات التربوية والإنسانية,عبدالله فهیم السعدنی,10.21608/jehs.2014.285909,https://openalex.org/W4322739850,['الآثار'],arab,0,article
ar,الحج الليلي برنامج مقترح وفق منهج شرعي مكتمل الأركان والواجبات,2025,مجلة کلية البنات الأزهرية بالعاشر من رمضان,عمر سراج أبو رزيزة,10.21608/jfgt.2025.443964,https://openalex.org/W4412859100,['الحج'],arab,0,article
ar,اجازة الحج فى قانون العمل الأردنى دراسة موازنة فى تشريعات العمل العربية,2010,Maǧallaẗ Al-Ḥuqūq Lil-Buḥūṯ Al-Qānūniyyaẗ wa Al-Iqtiṣādiyyaẗ/Maǧallaẗ al-ḥuqūq lil-biḥūṯ al-qānūniyyaẗ wa al-iqtiṣādiyyaẗ,د. هيثم حامد المصاروة,10.21608/lalexu.2010.271442,https://openalex.org/W4312769266,['الحج'],arab,0,article
ar,دور خميرة الخبز في التقليل من الآثار الضارة للإجهاد الملحي في انبات بذور الحنطة ونمو بادراتها,2016,Journal of Kerbala for Agricultural Sciences,Basheer A. Abraheem; O. H. Mohammad; N. .A Jasem; M. S. Joad; N. K. Enad,10.59658/jkas.v3i4.560,https://openalex.org/W4379423399,['الآثار'],arab,2,article
ar,القيم الجمالية والوظيفية في متحف إيف سان لوران بمراكش,2024,مجلة العمارة والفنون والعلوم الإنسانية,مي عثمان جلال; ريم عاصم عبد الحق,10.21608/mjaf.2024.270176.3331,https://openalex.org/W4395693217,['المتحف'],arab,0,article
ar,فاعلية استخدام الرحلات المعرفية عبر الويب (Web Quest) في أنواع المشاركة المدرسية لدى طلاب الصف العاشر في مادة الدراسات الاجتماعية بسلطنة عمان,2024,مجلة ابن خلدون للدراسات والأبحاث,خالد بن ناصر التوبي; محمد ماي,10.56989/benkj.v4i1.789,https://openalex.org/W4391744718,['الرحلات'],arab,0,article
ar,القدرة الاستيعابية المقترحة للتسويق المستدام للمحميات الطبيعية في مصر بالتطبيق على محمية رأس محمد بجنوب سيناء,2023,المجلة العربیة للإدارة,نسرين الشرقاوي,10.21608/aja.2023.177834.1362,https://openalex.org/W4317759333,['السياحة البيئية'],arab,0,article
ar,توظيف الزخارف الكتابية في كسوة الكعبة لعمل تذكارات سياحية.,2017,المجلة العربية للعلوم الإنسانية.,وسمية العقل; تهاني العجاجي,10.34120/ajh.v35i138.2619,https://openalex.org/W4399876156,['السياحة الدينية'],arab,0,article
ar,دراسة الواقع الفعلي لاستخدام مواقع التواصل الاجتماعي لترويج السياحة الترويحية في إقليم كوردستان العراق,2024,مجلة دراسات وبحوث التربية الرياضية,Barzan Saber Hussein; Kaneao Hasan Sedeeq; Bestoon Shukri Ramadhan,10.55998/jsrse.v34i3.615,https://openalex.org/W4400676854,['السائح'],arab,0,article
ar,دور التخطيط السياحي في دعم التنمية السياحية المستدامة الداخلية : دراسة حالة الجزائر = The Role of Tourism Planning in Supporting Sustainable Tourism Development : Case Study of Algeria,2019,مجلة رماح للبحوث والدراسات,هارون العشي; بوراس ، فايزة,10.12816/0054886,https://openalex.org/W3213539466,['التنمية السياحية'],arab,0,article
ar,"المخاطر الاجتماعية الناتجة عن تأثير الهيمنة الحضرية على التراث الثقافي العماني:, دراسة ميدانية",2021,مجلة دراسات الخليج والجزيرة العربية.,محمد سيد أحمد بيومي,10.34120/0382-047-183-008,https://openalex.org/W4211143561,['التراث الثقافي'],arab,0,article
ar,تاريخ التنافس الأوربي في الخليج العربي والمحيط الهندي: الإستراتيجية البحرية الفرنسية في القرنين السابع عشر والثامن عشر نموذجا,2022,University of Sharjah (UoS) Journal of Humanities and Social Sciences,محمد النقبي; نور الدين الصغير,10.36394/jhss/19/4/16,https://openalex.org/W4378230994,['طريق الحرير'],arab,0,article
ar,"توظيف أدوات التسويق الالكتروني كآلية لتنشيط وترقية خدمات المؤسسات السياحية في الجزائر "" دراسة حالة بعض الوكالات السياحية (بولاية بشار)""",2019,مجلة الإبتكار والتسويق,فاطمة غزالي; عبد الصمد بودي,,https://openalex.org/W2966303142,['السياحية'],arab,0,article
ar,واقع وتحديات التسويق السياحي في الجزائر دراسة حالة ولاية مستغانم خلال افترة 2003-2015,2017,Revue Les Cahiers du POIDEX,حورية قبايلي,,https://openalex.org/W2762635680,['التسويق السياحي'],arab,0,article
ar,المؤهلات السیاحیة ودورها فی تفعیل السیاحة الدینیة (مدینة تبسة الجزائریة أنموذجا),2022,المجلة العربية لعلوم السياحة والضيافة والآثار,نوارة قرید,10.21608/kjao.2022.221843,https://openalex.org/W4221110255,"['التراث الثقافي', 'السياحة الدينية', 'الموروث الثقافي']",arab,0,article
ar,إدارة المجموعات بالمتحف المصري: الممارسات، القواعد التنظيمية، والسياسات,2024,Mağallaẗ Ǧamʿiyyaẗ Turāṯ Miṣr,محمد جمال راشد,10.21608/mgtm.2024.331616.1028,https://openalex.org/W4405671854,['المتحف'],arab,0,article
ar,الخدمات الفنية لتنظيم الحشود المقدمة للحجاج خلال موسم الحج,2023,مجلة العلوم الإقتصادية و الإدارية و القانونية,عبدالعزيز محمد شودري; منصور عطية المالكي; وسام وليد خورشيد; ياسر تاج شاولي,10.26389/ajsrp.a121022,https://openalex.org/W4391716586,['الحج'],arab,1,article
ar,واقع السوق السياحية في الجزائر,2021,,سليم بوخابية; محمد صايب,,https://openalex.org/W3121913355,['السياحية'],arab,0,article
