dim_ok,dim_tourism_level,title,year,type,type_label,venue,authors,doi,url,source_db,dim_cn,dim_ar,dim_tourism_strong,dim_tourism_weak
True,strong,Sino-Yugoslav Friendship and Contemporary Chinese Tourism,2025,book-chapter,图书章节,Yugoslavia and China,Nicole Talmacs,10.4324/9781003532491-13,https://doi.org/10.4324/9781003532491-13,crossref,chinese; sino,arab,tourism,
True,strong,SOCIO-CULTURAL FOUNDATIONS OF CHINESE RELIGIOUS TOURISM,2020,proceedings-article,会议论文,RUSSIA AND CHINA: A VECTOR OF DEVELOPMENT,O.V. Pelevina  Amur state University; O.V. Pelevina,10.22250/rc.2019.2.84,https://doi.org/10.22250/rc.2019.2.84,crossref,chinese,arab,tourism,
True,strong,Boom: The Rapid Growth of Chinese Tourism,2024,book-chapter,图书章节,Chinese Tourism in Australia,John Connell; Phil McManus; Xuesong Ding,10.1007/978-981-97-2477-2_2,https://doi.org/10.1007/978-981-97-2477-2_2,crossref,chinese,arab,tourism,
True,strong,"Let’s Talk About Chinese Tourism, but Fertility",2020,book-chapter,图书章节,"Tourism Product Development in China, Asian and European Countries",Águeda Parra Pérez,10.1007/978-981-15-4447-7_11,https://doi.org/10.1007/978-981-15-4447-7_11,crossref,chinese,arab,tourism,
True,strong,Resilience and Recovery: Insights From Chinese Tourism,2025,journal-article,期刊论文,Tourism Analysis,Xuan Zhao; Lizhen Liu; Bo Zhou; Yongqing Li; Hassan F. Gholipour,10.3727/108354225x17401276776471,https://doi.org/10.3727/108354225x17401276776471,crossref,china; chinese,arab,destination; destinations; tourism,
True,strong,A study on Chinese people's selection attributes of Korean cosmetic medical tourism : Focusing on Chinese medical tourism experts,2021,journal-article,期刊论文,International Journal of Tourism and Hospitality Research,Hui-Kyoung Lee; Byeong-Kug Yoon,10.21298/ijthr.2021.5.35.5.37,https://doi.org/10.21298/ijthr.2021.5.35.5.37,crossref,chinese,arab,tourism,
True,strong,An Analysis of Chinese Inbound Tourism Forecasts,2023,journal-article,期刊论文,Advances in Applied Mathematics,青霖 杜,10.12677/aam.2023.1211461,https://doi.org/10.12677/aam.2023.1211461,crossref,chinese,arab,tourism,
True,strong,Chinese family tourism: Interactive behavior during tours,2024,journal-article,期刊论文,International Journal of Humanities and Social Science Invention,Xiaoshuang Qu Xiaoshuang Qu; Yuxin Niu,10.35629/7722-13110110,https://doi.org/10.35629/7722-13110110,crossref,chinese,arab,destination; tourism; tourist; tourists; tours,
True,strong,How Australia can capitalise on Chinese tourism,2016,posted-content,预印本,The Conversation,Susanne Becken; Noel Scott,10.64628/aa.a99rayunw,https://doi.org/10.64628/aa.a99rayunw,crossref,chinese,arab,tourism,
True,strong,A Study on Urban Tourism Factors Affecting Tourism Behavior of Chinese Tourists - Focusing on Chinese tourists visiting Busan -,2018,journal-article,期刊论文,Journal of Tourism and Leisure Research,Jae-Won Kim,10.31336/jtlr.2018.04.30.4.5,https://doi.org/10.31336/jtlr.2018.04.30.4.5,crossref,chinese,arab,tourism; tourists,
True,strong,Chinese tourism consumption vis-à-vis tourism development strategies in the Arctic,2021,book-chapter,图书章节,Asian Mobilities Consumption in a Changing Arctic,Emma Björner; Elena Dybtsyna; Erik Lundberg,10.4324/9781003039518-5,https://doi.org/10.4324/9781003039518-5,crossref,chinese,arab,tourism,
True,strong,The Many Faces of Chinese Dragon: An Insider’s Guide to Chinese Tourism,2020,journal-article,期刊论文,Oriental Courier,Maria Fedotova,10.18254/s268684310012451-4,https://doi.org/10.18254/s268684310012451-4,crossref,chinese,arab,tourism,
True,strong,Understanding Chinese Outbound Tourism – What the Chinese Blogosphere is Saying about Europe,2012,monograph,专著,World Tourism Organization (UNWTO),,10.18111/9789284414406,https://doi.org/10.18111/9789284414406,crossref,chinese,arab,tourism,
True,strong,BEYOND BORDERS: A COMPREHENSIVE ANALYSIS OF THE ARAB CHINESE RELATIONS,2024,journal-article,期刊论文,International Journal of Education and Social Science Research,Dr. Shak Bernard Hanish,10.37500/ijessr.2024.7412,https://doi.org/10.37500/ijessr.2024.7412,crossref,chinese; sino,arab,tourism,economic cooperation
True,strong,EVENT TOURISM AS A PROSPECTIVE DIRECTION IN THE DEVELOPMENT OF RUSSIAN-CHINESE TOURISM,2021,proceedings-article,会议论文,CONTEMPORARY ECONOMIC PROBLEMS OF RUSSIA AND CHINA,A.S. Bankovskaya  Amur state University; A.S. Bankovskaya; A.V. Glushkova; A.V. Glushkova  Amur state University,10.22250/medprh.68,https://doi.org/10.22250/medprh.68,crossref,chinese,arab,festivals; tourism,
True,strong,Chinese TV Series in the Arab World: Reality and Challenges,2024,journal-article,期刊论文,Chinese and Arab Studies,Yara Ismail,10.1515/caas-2024-2003,https://doi.org/10.1515/caas-2024-2003,crossref,china; chinese,arab,cultural exchange; tourism,soft power
True,strong,Mainland Chinese Outbound Tourism to Taiwan: Recent Progress,2016,book-chapter,图书章节,Chinese Outbound Tourism 2.0,,10.1201/b19856-14,https://doi.org/10.1201/b19856-14,crossref,chinese,arab,tourism,
True,strong,The Construction of Chinese Tea Culture Tourism Landscape,2010,book-chapter,图书章节,International Conference on Optimization Design (ICOD 2010),,10.1115/1.859582.paper81,https://doi.org/10.1115/1.859582.paper81,crossref,chinese,arab,tourism,
True,strong,CHINESE TOURISM IN RUSSIA: HISTORY AND DEVELOPMENT PROSPECTS,2023,journal-article,期刊论文,Economic and social problems of Russia The digital economy Current state and prospects,,10.31249/espr/2023/04.10,https://doi.org/10.31249/espr/2023/04.10,crossref,chinese,arab,tourism,
True,strong,Competitiveness of traditional Chinese medicine in health tourism,2024,book-chapter,图书章节,Handbook of Tourism and Consumer Behavior,Lin Wei; Sha Sha; Long Xin; Deng Jihang,10.4337/9781035309801.00019,https://doi.org/10.4337/9781035309801.00019,crossref,chinese,arab,tourism,
True,strong,Cultural Differences in Chinese-English Translation in Tourism,2023,journal-article,期刊论文,Journal of Social Science Humanities and Literature,Xiaochun Jiang,10.53469/jsshl.2023.06(05).24,https://doi.org/10.53469/jsshl.2023.06(05).24,crossref,china; chinese,arab,tourism; tourists,
True,strong,Exploring Chinese sustainable tourism: a 25-year perspective,2026,book-chapter,图书章节,Sustainable Tourism in Emerging Economies,Haiyan Kong; Xuejie Qiu; Kangping Wang; Naipeng Bu; Catherine Cheung; Ning Zhang,10.4324/9781003757481-7,https://doi.org/10.4324/9781003757481-7,crossref,chinese,arab,tourism,
True,strong,The Translation Strategies of Chinese-Russian Tourism Texts,2023,journal-article,期刊论文,Modern Linguistics,金荣 王,10.12677/ml.2023.1111690,https://doi.org/10.12677/ml.2023.1111690,crossref,chinese,arab,tourism,
True,strong,Mainland Chinese Outbound Tourism to Macao: Recent Progress,2016,book-chapter,图书章节,Chinese Outbound Tourism 2.0,,10.1201/b19856-13,https://doi.org/10.1201/b19856-13,crossref,chinese; macao,arab,tourism,
True,strong,Chinese translation problems of medical tourism promotion website,2015,journal-article,期刊论文,Chinese Studies,Xiao-Dan Fang,10.14378/kacs.2015.51.51.59,https://doi.org/10.14378/kacs.2015.51.51.59,crossref,chinese,arab,tourism,
True,strong,Mainland Chinese Outbound Tourism to Asia: Recent Progress,2016,book-chapter,图书章节,Chinese Outbound Tourism 2.0,,10.1201/b19856-15,https://doi.org/10.1201/b19856-15,crossref,chinese,arab,tourism,
True,strong,Mainland Chinese Outbound Tourism to Australia: Recent Progress,2016,book-chapter,图书章节,Chinese Outbound Tourism 2.0,,10.1201/b19856-16,https://doi.org/10.1201/b19856-16,crossref,chinese,arab,tourism,
True,strong,Market Trends and Forecast of Chinese Outbound Tourism,2016,book-chapter,图书章节,Chinese Outbound Tourism 2.0,,10.1201/b19856-33,https://doi.org/10.1201/b19856-33,crossref,chinese,arab,tourism,
True,strong,Chinese Smart Culture and Tourism: History and Future,2022,proceedings-article,会议论文,2022 10th International Conference on Orange Technology (ICOT),Zi-Lan Gong; Ling Zhang,10.1109/icot56925.2022.10008137,https://doi.org/10.1109/icot56925.2022.10008137,crossref,chinese,arab,tourism,
True,strong,Correlation Between Chinese Outbound Tourism Numbers and Chinese Outward Foreign Direct Investment Study,2024,book-chapter,图书章节,Applied Economics and Policy Studies,Peili Yu,10.1007/978-981-97-0523-8_180,https://doi.org/10.1007/978-981-97-0523-8_180,crossref,chinese,arab,tourism,
True,strong,"Relationship Analysis of Tourism Social Media Marketing Attributes on Tourism Commitment, Tourism Image, Tourism Satisfaction, Reuse Intention: Targeting Chinese Visitors to Korea",2020,journal-article,期刊论文,Journal of Tourism and Leisure Research,Dong-Feng Chen; Hyun-Jee Park,10.31336/jtlr.2020.9.32.9.5,https://doi.org/10.31336/jtlr.2020.9.32.9.5,crossref,chinese,arab,tourism; visitors,
True,strong,Thailand as a Tourism Destination: Factors Influencing Wellness Tourism Intentions of Chinese Older Adults,2025,journal-article,期刊论文,Jurnal Toursci,Jiebei Cheng; Songyu Jiang; Nutteera Phakdeephirot,10.62885/toursci.v2i4.626,https://doi.org/10.62885/toursci.v2i4.626,crossref,china; chinese,arab,destination; tourism; tourists; travel,
True,strong,"The Impact of Internet Penetration on Chinese Inbound Tourism Economy: An ""Internet + Tourism"" Perspective",2026,journal-article,期刊论文,Modern Management Science &amp; Engineering,Yiting Jiang; Bing Li,10.22158/mmse.v8n3p82,https://doi.org/10.22158/mmse.v8n3p82,crossref,china; chinese,arab,cultural exchange; tourism,
True,strong,"Faiths on Display: Religion, Tourism, and the Chinese State.",2011,journal-article,期刊论文,Pacific Affairs,Shuk-wah Poon; Donald S. Sutton,10.1080/17153379.2011.12556566,https://doi.org/10.1080/17153379.2011.12556566,crossref,chinese,arab,tourism,
True,strong,"Lights, Camera, Action: Chinese Tourism on TV and Film",2014,book-chapter,图书章节,The New Chinese Traveler,Gary Bowerman,10.1057/9781137397331_7,https://doi.org/10.1057/9781137397331_7,crossref,chinese,arab,tourism,
True,strong,English Translation of Chinese Tourism Text: Text Function Perspective,2017,proceedings-article,会议论文,Proceedings of 3rd International Symposium on Social Science (ISSS 2017),Jingjing Jia,10.2991/isss-17.2017.120,https://doi.org/10.2991/isss-17.2017.120,crossref,chinese,arab,tourism,
True,strong,Mainland Chinese Outbound Tourism to Hong Kong: Recent Progress,2016,book-chapter,图书章节,Chinese Outbound Tourism 2.0,,10.1201/b19856-12,https://doi.org/10.1201/b19856-12,crossref,chinese; hong kong,arab,tourism,
True,strong,Comparative study on Chinese cities as international tourism destinations,2022,book-chapter,图书章节,A Research Agenda for Urban Tourism,Xiang Feng; Ben Derudder; Hai Xia Zhou,10.4337/9781789907407.00018,https://doi.org/10.4337/9781789907407.00018,crossref,chinese,arab,destinations; tourism,
True,strong,Reawakening Macanese identity: the impact of Chinese outbound tourism,2018,journal-article,期刊论文,"Journal of Policy Research in Tourism, Leisure and Events",Lai-Chu Ivy Lou; Philip Feifan Xie,10.1080/19407963.2018.1505106,https://doi.org/10.1080/19407963.2018.1505106,crossref,chinese,arab,tourism,
True,strong,Application of wavelet's analytical method in Chinese tourism market,2011,proceedings-article,会议论文,"2011 2nd International Conference on Artificial Intelligence, Management Science and Electronic Commerce (AIMSEC)",Pengshun Zhang; Jianguo Hu,10.1109/aimsec.2011.6010888,https://doi.org/10.1109/aimsec.2011.6010888,crossref,chinese,arab,tourism,
True,strong,Tourism Satellite Account: Recommended Methodological Framework 2008 (Chinese version),2010,monograph,专著,World Tourism Organization (UNWTO),,10.18111/9789217301643,https://doi.org/10.18111/9789217301643,crossref,chinese,arab,tourism,
True,strong,Chinese tourism in the Russian Arctic and Far East,2021,book-chapter,图书章节,Asian Mobilities Consumption in a Changing Arctic,Mariia Kobzeva,10.4324/9781003039518-6,https://doi.org/10.4324/9781003039518-6,crossref,chinese,arab,tourism,
True,strong,Tourism Development Modes and Development Experience with Chinese Characteristics,2019,book-chapter,图书章节,Research Series on the Chinese Dream and China’s Development Path,Peng Zhou,10.1007/978-981-32-9107-2_5,https://doi.org/10.1007/978-981-32-9107-2_5,crossref,chinese,arab,tourism,
True,strong,Study on domestic tourism demand: Evidences from Chinese Taipei,2011,proceedings-article,会议论文,2011 IEEE International Summer Conference of Asia Pacific Business Innovation and Technology Management,Sheng-Ju Huang,10.1109/apbitm.2011.5996325,https://doi.org/10.1109/apbitm.2011.5996325,crossref,chinese,arab,tourism,
True,strong,A Study on the Activation of Chinese Medical Tourism,2017,journal-article,期刊论文,Journal of Product Research,"이롱휘; Lee, Jae-eun; Bae, Ki-hyung; 왕위염",10.36345/kacst.2017.35.5.016,https://doi.org/10.36345/kacst.2017.35.5.016,crossref,chinese,arab,tourism,
True,strong,The study of Chinese sports leisure tourism professionals training,2013,book-chapter,图书章节,"Environment, Energy and Sustainable Development",Ying Li,10.1201/b16320-142,https://doi.org/10.1201/b16320-142,crossref,chinese,arab,leisure; tourism,
True,strong,Visual information classification technique of Chinese tourism government portals,2020,journal-article,期刊论文,The Journal of Engineering,Zhaofeng Ma; Zhiying Lv; Ping Huang; Zhili Wen; Fei Zhan; Zizhong Ying; Nan Han,10.1049/joe.2019.1189,https://doi.org/10.1049/joe.2019.1189,crossref,chinese,arab,tourism; travel,
True,strong,Culture in a Cup. Chinese Tea Heritage and Tourism,2018,proceedings-article,会议论文,Proceedings of the 4th International Scientific Conference - SITCON 2018,Irena Weber,10.15308/sitcon-2018-246-252,https://doi.org/10.15308/sitcon-2018-246-252,crossref,chinese,arab,heritage; tourism,
True,strong,Research Trend of Wellness Tourism Published in Chinese Journals,2024,journal-article,期刊论文,The Convergence Tourism Contents Society,The Convergence Tourism Contents Society; Yue Yuan; Qian Shao,10.22556/jctc.2024.10.2.121,https://doi.org/10.22556/jctc.2024.10.2.121,crossref,china; chinese,arab,tourism; tourists,
True,strong,Psychological role stress among Chinese tourism and hospitality interns,2026,journal-article,期刊论文,Current Psychology,Jinsheng Jason Zhu,10.1007/s12144-026-09522-7,https://doi.org/10.1007/s12144-026-09522-7,crossref,chinese,arab,hospitality; tourism,
True,strong,Chinese Gambling Preferences and the Emergence of Casino Tourism,2016,book-chapter,图书章节,Chinese Outbound Tourism 2.0,,10.1201/b19856-22,https://doi.org/10.1201/b19856-22,crossref,chinese,arab,tourism,
True,strong,Spectral analysis of the seasonality in tourism demand based on tourism purpose for Chinese Taiwan Tourists to different provinces of Chinese Mainland,2015,proceedings-article,会议论文,WIT Transactions on Information and Communication Technologies,X.Y. Sun,10.2495/ameit140221,https://doi.org/10.2495/ameit140221,crossref,chinese; chinese mainland,arab,tourism; tourists,
True,strong,Integrating Digital Games and Digital Tourism: Exploring Consumers’ Awareness of Chinese Heritage for Cultural Tourism,2026,journal-article,期刊论文,Journal of Games Game Art and Gamification,Kung Wong LAU,10.21512/jggag.v11i2.13852,https://doi.org/10.21512/jggag.v11i2.13852,crossref,chinese,arab,cultural tourism; destinations; heritage; tourism,
True,strong,A Study on Tourism Satisfaction and Behavioral Intention of Chinese Tourists in Jeju Tourism Experience,2019,journal-article,期刊论文,Journal of Tourism and Leisure Research,Qi Cui; Mi-Jeong Kim,10.31336/jtlr.2019.10.31.10.113,https://doi.org/10.31336/jtlr.2019.10.31.10.113,crossref,chinese,arab,tourism; tourists,
True,strong,"A Study on Tourism Motivation, Tourism Satisfaction, and Behavior Intention of Korean Tourism: A sample of Chinese Tourists in Korea",2022,journal-article,期刊论文,Journal of Tourism and Leisure Research,Xue-Yang Wang; Xue Zhang; Shi-Kai Lu; Qiang Liu,10.31336/jtlr.2022.12.34.12.47,https://doi.org/10.31336/jtlr.2022.12.34.12.47,crossref,chinese,arab,tourism; tourists,
True,strong,Creative Development of Chinese lHarmony Culturer Inbound Education Tourism Products,2018,proceedings-article,会议论文,Proceedings of the 2018 International Seminar on Education Research and Social Science (ISERSS 2018),Fei Yang; Deping Chu; Heqin Wang; Xiaofeng Chen; Jingwen Huang; Yunyao Fu,10.2991/iserss-18.2018.124,https://doi.org/10.2991/iserss-18.2018.124,crossref,chinese,arab,tourism,
True,strong,Diversified Management and Corporate Performance: Evidence from Chinese Tourism Enterprises,2022,posted-content,预印本,Elsevier BV,pan Liurong; Li Yinchang; Lin Cheng,10.2139/ssrn.4145357,https://doi.org/10.2139/ssrn.4145357,crossref,chinese,arab,tourism,
True,strong,PROSPECTS OF RUSSIAN-CHINESE EDUCATIONAL TOURISM IN THE BORDER REGION,2021,proceedings-article,会议论文,CONTEMPORARY ECONOMIC PROBLEMS OF RUSSIA AND CHINA,P.A. Karpova Amur state University; P.A. Karpova; L.A. Ponkratova; L.A. Ponkratova  Amur state University,10.22250/medprh.2.61,https://doi.org/10.22250/medprh.2.61,crossref,chinese,arab,tourism,
True,strong,Experience economy in wellness tourism to attract Chinese outbound tourists,2022,book-chapter,图书章节,Chinese Outbound Tourist Behaviour,Yedan Fan; Salmi Mohd Isa; Shaohua Yang,10.4324/9781003121329-9,https://doi.org/10.4324/9781003121329-9,crossref,chinese,arab,tourism; tourists,
True,strong,From Sustainable to Regenerative Tourism: Study on Chinese Hospitality Industry,2024,book-chapter,图书章节,The Role of Artificial Intelligence in Regenerative Tourism and Green Destinations,Adel Omar; Alaa Last El-shari; Samrah Jamshaid; Gül Erkol Bayram,10.1108/978-1-83753-746-420241010,https://doi.org/10.1108/978-1-83753-746-420241010,crossref,china; chinese,arab,hospitality; tourism,
True,strong,Study of Chinese Tourism Planning towards Cultural and Regional Integration,2013,journal-article,期刊论文,Applied Mechanics and Materials,Yong Jin Liu,10.4028/www.scientific.net/amm.423-426.2950,https://doi.org/10.4028/www.scientific.net/amm.423-426.2950,crossref,chinese,arab,cultural exchange; heritage; tourism,
True,strong,Chinese-English Translation of Publicity-targeted Tourism Texts *,2022,proceedings-article,会议论文,"Advances in Social Science, Education and Humanities Research",Hongmei Wang,10.2991/assehr.k.220306.026,https://doi.org/10.2991/assehr.k.220306.026,crossref,chinese,arab,tourism,
True,strong,An Exploratory Study of Factors Influencing Chinese Outbound Medical Tourism,2019,journal-article,期刊论文,Electronic Journal of Business and Management,Chia Kei Wei; Liao Yi Ming; Poon Wai Chuen,10.65136/ejbm.v4i1.169,https://doi.org/10.65136/ejbm.v4i1.169,crossref,china; chinese; mainland china,arab,tourism,
True,strong,Chinese Tourism in EU: Humanitarian and Investment Aspects of Development,2019,journal-article,期刊论文,Asia and Africa today,Institute of World Economy and International Relations; K. Gemueva,10.31857/s032150750005568-6,https://doi.org/10.31857/s032150750005568-6,crossref,chinese,arab,tourism,
True,strong,"PRESERVING AND MANAGING CHINESE SETTLEMENT HERITAGE TOURISM IN LASEM, INDONESIA",2024,journal-article,期刊论文,GeoJournal of Tourism and Geosites,"National Resilience Study Program, Graduate School, University of Gadjah Mada, Yogyakarta, Indonesia; Prisca Kiki WULANDARI; Muhammad BAIQUNI; Department of Development Geography, Faculty of Geography, University of Gadjah Mada, Yogyakarta, Indonesia; Ahmad ZUBAIDI; Department of Philosophy, Faculty of Philosophy, University of Gadjah Mada, Yogyakarta, Indonesia",10.30892/gtg.55307-1279,https://doi.org/10.30892/gtg.55307-1279,crossref,chinese,arab,destinations; heritage; tourism; tourist,
True,strong,The Evolution of Hot Spots of Chinese Tourists’ Outbound Tourism,2020,book-chapter,图书章节,Advances in Intelligent Systems and Computing,Chunyan Wang; Hyung-Ho Kim,10.1007/978-3-030-43309-3_75,https://doi.org/10.1007/978-3-030-43309-3_75,crossref,chinese,arab,tourism; tourists,
True,strong,Economic Value of Cultural Development of Chinese Sports Tourism Research,2017,journal-article,期刊论文,International Journal of Sports and Physical Education,,10.20431/2454-6380.0301004,https://doi.org/10.20431/2454-6380.0301004,crossref,chinese,arab,tourism,
True,strong,Rethinking Chinese health and wellness tourism: a cultural-geographic perspective,2025,journal-article,期刊论文,Tourism Geographies,Ke Wang; Meng Yuan,10.1080/14616688.2025.2561618,https://doi.org/10.1080/14616688.2025.2561618,crossref,chinese,arab,tourism,
True,strong,Study on Translating Culture-specific Elements in Chinese Tourism Texts,2017,proceedings-article,会议论文,"Proceedings of the 3rd International Conference on Arts, Design and Contemporary Education (ICADCE 2017)",Caiying Wang,10.2991/icadce-17.2017.56,https://doi.org/10.2991/icadce-17.2017.56,crossref,chinese,arab,tourism,
True,strong,A Study on Chinese-English Translation of Red Tourism Texts,2017,journal-article,期刊论文,"DEStech Transactions on Social Science, Education and Human Science",Yan WANG,10.12783/dtssehs/eiem2017/16070,https://doi.org/10.12783/dtssehs/eiem2017/16070,crossref,chinese,arab,tourism,
True,strong,"Teaching, Therapy, and Tourism: Infrastructural Transformations in Contemporary Chinese Theatre",2022,book-chapter,图书章节,Sustainable Development Goals Series,Anna Stecher,10.1007/978-981-16-8352-7_4,https://doi.org/10.1007/978-981-16-8352-7_4,crossref,chinese,arab,tourism,
True,strong,Study on Spatial Spillover Effect of Chinese Inbound Tourism Economy,2024,journal-article,期刊论文,Pure  Mathematics,怡婷 蒋,10.12677/pm.2024.147282,https://doi.org/10.12677/pm.2024.147282,crossref,chinese,arab,tourism,
True,strong,Analysis of Chinese Tourists' Expectations and Satisfaction with Thai Tourism,2022,journal-article,期刊论文,Learning &amp; Education,Taolin Zhang,10.18282/l-e.v10i5.2710,https://doi.org/10.18282/l-e.v10i5.2710,crossref,china; chinese,arab,destination; tourism; tourists,
True,strong,"Chinese Migrants’ Food Entrepreneurship and Italians’ Culinary Tourism, 1962–2020",2025,book-chapter,图书章节,Italian Dumplings and Chinese Pizzas,,10.2307/jj.32913236.4,https://doi.org/10.2307/jj.32913236.4,crossref,chinese,arab,tourism,
True,strong,The Problems of Chinese Electronic Business for Tourism and Measures,2012,proceedings-article,会议论文,2012 International Conference on Computer Science and Electronics Engineering,Guiling Guo,10.1109/iccsee.2012.510,https://doi.org/10.1109/iccsee.2012.510,crossref,chinese,arab,tourism,
True,strong,Chinese Cultural Heritage Protection &amp;amp;amp; Tourism Development Study,2012,proceedings-article,会议论文,2012 Second International Conference on Business Computing and Global Informatization,Xinliang Ye; Ruihong Sun,10.1109/bcgin.2012.88,https://doi.org/10.1109/bcgin.2012.88,crossref,chinese,arab,heritage; tourism,
True,strong,Chinese outbound tourism in the post-SARS-CoV-2 era,2022,book-chapter,图书章节,Chinese Outbound Tourist Behaviour,Wolfgang Georg Arlt,10.4324/9781003121329-21,https://doi.org/10.4324/9781003121329-21,crossref,chinese,arab,tourism,
True,strong,Analysis of Development Environment and Development Trend of Chinese Tourism,2018,journal-article,期刊论文,IOP Conference Series: Materials Science and Engineering,Liyun Zhao; Lingzhi Li,10.1088/1757-899x/301/1/012101,https://doi.org/10.1088/1757-899x/301/1/012101,crossref,chinese,arab,tourism,
True,strong,An Analysis of Differences between English and Chinese Tourism Texts,2019,journal-article,期刊论文,Open Journal of Modern Linguistics,Chunyan Yao,10.4236/ojml.2019.93015,https://doi.org/10.4236/ojml.2019.93015,crossref,chinese,arab,tourism,
True,strong,7. Assimilation and Tourism: Chinese American Citizens and Chinatown Rebranded,2019,book-chapter,图书章节,Criminalization/Assimilation,,10.36019/9780813589442-007,https://doi.org/10.36019/9780813589442-007,crossref,chinese,arab,tourism,
True,strong,Cross-border tourism: prospects and challenges of Russian-Chinese cooperation,2018,journal-article,期刊论文,Известия Восточного института,G. V. Kondratenko,10.24866/2542-1611/2018-4/94-112,https://doi.org/10.24866/2542-1611/2018-4/94-112,crossref,chinese,arab,tourism,
True,strong,The Study on the Impact of Tourism Prices on International Tourism Demand: The Case of Chinese Inbound Tourism from 15 Tourist Markets,2019,journal-article,期刊论文,International Journal of Social Science and Humanity,"School of Tourism, Sichuan University, Chengdu, China; Zhang Qiong",10.18178/ijssh.2019.v9.989,https://doi.org/10.18178/ijssh.2019.v9.989,crossref,chinese,arab,tourism; tourist,
True,strong,The Effect of tourists' tourism motives on tourism satisfaction -Focusing on the Traditional Chinese village of “ZhuJiaYu”-,2022,journal-article,期刊论文,Journal of Communication Design,Zhenyu Liu; Chang-kee Hong,10.25111/jcd.2022.80.13,https://doi.org/10.25111/jcd.2022.80.13,crossref,chinese,arab,tourism; tourists,
True,strong,Perceiving Tourism Image through User-Generated Short Videos—A Case Study of a Chinese National Tourism Resort,2025,journal-article,期刊论文,Tourism Management and Technology Economy,,10.23977/tmte.2025.080130,https://doi.org/10.23977/tmte.2025.080130,crossref,chinese,arab,resort; tourism,
True,strong,Service Innovation of Tourism Enterprises in Big Data Era: A Case Study of a Chinese Tourism Enterprise,2023,proceedings-article,会议论文,Proceedings of the 2023 7th International Conference on Big Data and Internet of Things,Yanli Bao; Hefeng Hua,10.1145/3617695.3617703,https://doi.org/10.1145/3617695.3617703,crossref,chinese,arab,tourism,
True,strong,"Study on the relationship between Cross-Cultural awareness, authenticity, tourism experience and tourism satisfaction of Chinese tourists",2018,journal-article,期刊论文,Indian Journal of Public Health Research &amp; Development,Hao Zhang; Quansheng Ge; Tai-Gi An; Tae-Young Cho,10.5958/0976-5506.2018.00844.6,https://doi.org/10.5958/0976-5506.2018.00844.6,crossref,chinese,arab,tourism; tourists,
True,strong,"Ecological tourism as a support factor for sustainable development (for example, the Syrian Arab Republic)",2023,journal-article,期刊论文,Экономика и предпринимательство,Ид Нада,10.34925/eip.2022.146.9.112,https://doi.org/10.34925/eip.2022.146.9.112,crossref,chinese,arab; syria; syrian,ecotourism; tourism,
True,strong,Medical Tourism Destination Success Factors: The Case of Three Chinese Cities,2022,book-chapter,图书章节,Medical Travel Brand Management,Ali A. Poorani; Nan Jaing,10.1201/9781003277392-10,https://doi.org/10.1201/9781003277392-10,crossref,chinese,arab,destination; tourism,
True,strong,Review of Chinese Outbound Tourism Research: Status Quo and Future Directions,2016,book-chapter,图书章节,Chinese Outbound Tourism 2.0,,10.1201/b19856-10,https://doi.org/10.1201/b19856-10,crossref,chinese,arab,tourism,
True,strong,Geographic Information Retrieval and Text Mining on Chinese Tourism Web Pages,2012,book-chapter,图书章节,Models for Capitalizing on Web Engineering Advancements,Ming-Cheng Tsou,10.4018/978-1-4666-0023-2.ch012,https://doi.org/10.4018/978-1-4666-0023-2.ch012,crossref,chinese,arab,homestay; tourism,
True,strong,Research on English Chinese Translation System for Tourism Based on Globish,2024,book-chapter,图书章节,"Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",Haihu Zhao,10.1007/978-3-031-63136-8_10,https://doi.org/10.1007/978-3-031-63136-8_10,crossref,chinese,arab,tourism,
True,strong,Research on Marketing Problems and Strategy Optimization of Chinese Tourism Industry,2024,journal-article,期刊论文,Finance &amp; Economics,Ziyue Cai,10.61173/z40zsg17,https://doi.org/10.61173/z40zsg17,crossref,china; chinese,arab,destinations; tourism; tourism industry; tourists; travel,
True,strong,Research on Chinese tourists' Preference for Football Tourism in the UK,2024,journal-article,期刊论文,International Journal of Global Economics and Management,Yanzhi Huang,10.62051/ijgem.v3n2.03,https://doi.org/10.62051/ijgem.v3n2.03,crossref,china; chinese,arab,destination; destinations; tourism; tourist; tourists; travel,
True,strong,On the Influence of Chinese Traditional Etiquette Culture on Tourism Management,2020,proceedings-article,会议论文,Proceedings of the 2020 5th International Conference on Modern Management and Education Technology (MMET 2020),Xixi Zeng,10.2991/assehr.k.201023.007,https://doi.org/10.2991/assehr.k.201023.007,crossref,chinese,arab,tourism,
True,strong,A Study on Chinese Tourism Patterns –Focusing on the Millennial Generation,2024,journal-article,期刊论文,Journal of China Studies,부산대학교 관광컨벤션학과; Weilun Fu; Yebin Ryu; Yitae Kim,10.20288/jcs.2024.27.3.191,https://doi.org/10.20288/jcs.2024.27.3.191,crossref,chinese,arab,tourism,
True,strong,Imagined minorities: making real images of ethnic harmony in Chinese tourism,2021,book-chapter,图书章节,Research Handbook on Political Propaganda,Melissa Shani Brown; David O'Brien,10.4337/9781789906424.00027,https://doi.org/10.4337/9781789906424.00027,crossref,chinese,arab,tourism,
